,path,Total,Total Entity,B Entity
1056,"['root', 'attr', 'prep', 'pobj', 'relcl', 'dobj', 'prep', 'pobj', 'prep', 'pobj']",1,0,0
1057,"['root', 'attr', 'prep', 'pobj', 'relcl', 'cc']",1,0,0
1058,"['root', 'attr', 'prep', 'pobj', 'relcl', 'conj', 'advmod']",1,0,0
1059,"['root', 'attr', 'prep', 'pobj', 'relcl', 'conj']",1,0,0
1060,"['root', 'attr', 'prep', 'pobj', 'relcl', 'conj', 'dobj', 'compound']",1,0,0
1061,"['root', 'attr', 'prep', 'pobj', 'relcl', 'conj', 'dobj']",1,0,0
1062,"['root', 'attr', 'prep', 'pobj', 'relcl', 'conj', 'dobj', 'prep', 'pobj', 'nmod', 'aux']",1,0,0
1063,"['root', 'attr', 'prep', 'pobj', 'relcl', 'conj', 'dobj', 'prep', 'pobj']",1,0,0
1064,"['root', 'attr', 'prep', 'pobj', 'relcl', 'conj', 'dobj', 'prep', 'pobj', 'compound']",1,0,0
1065,"['root', 'conj', 'relcl', 'nsubj']",1,0,0
1066,"['root', 'conj', 'relcl']",1,0,0
1067,"['root', 'conj', 'relcl', 'acomp']",1,0,0
1068,"['root', 'conj', 'relcl', 'acomp', 'prep']",1,0,0
1069,"['root', 'conj', 'relcl', 'acomp', 'prep', 'pobj']",1,0,0
1070,"['root', 'conj', 'relcl', 'prep']",1,0,0
1071,"['root', 'conj', 'relcl', 'prep', 'pcomp', 'auxpass']",1,0,0
1072,"['root', 'conj', 'relcl', 'prep', 'pcomp']",1,0,0
1073,"['root', 'conj', 'relcl', 'prep', 'pcomp', 'agent']",1,0,0
1074,"['root', 'conj', 'relcl', 'prep', 'pcomp', 'agent', 'pobj', 'compound']",2,2,1
1075,"['root', 'conj', 'relcl', 'prep', 'pcomp', 'agent', 'pobj']",1,1,0
1076,"['root', 'attr', 'poss']",2,2,1
1077,"['root', 'attr', 'poss', 'case']",1,0,0
1078,"['root', 'conj', 'dobj', 'det']",3,0,0
1079,"['root', 'conj', 'dobj', 'punct']",1,0,0
1080,"['root', 'conj', 'dobj', 'appos', 'compound']",2,2,1
1081,"['root', 'conj', 'dobj', 'appos']",1,1,0
1082,"['root', 'prep', 'cc']",2,0,0
1083,"['root', 'prep', 'conj', 'pobj']",2,1,0
1084,"['root', 'prep', 'pcomp', 'dobj', 'det']",2,0,0
1085,"['root', 'prep', 'pcomp', 'dobj', 'compound', 'amod']",1,0,0
1086,"['root', 'prep', 'pcomp', 'dobj', 'compound']",3,0,0
1087,"['root', 'prep', 'pcomp', 'dobj', 'appos']",1,1,1
1088,"['root', 'prep', 'pcomp', 'prep', 'pobj', 'nummod']",2,0,0
1089,"['root', 'prep', 'pcomp', 'prep', 'pobj']",6,0,0
1090,"['root', 'conj', 'nsubj', 'poss']",1,0,0
1091,"['root', 'conj', 'nsubj', 'amod']",3,0,0
1092,"['root', 'nsubj', 'appos', 'det']",13,0,0
1093,"['root', 'nsubj', 'appos', 'relcl', 'nsubj']",1,0,0
1094,"['root', 'nsubj', 'appos', 'relcl']",1,0,0
1095,"['root', 'nsubj', 'appos', 'relcl', 'dobj', 'amod']",1,0,0
1096,"['root', 'nsubj', 'appos', 'relcl', 'dobj']",1,0,0
1097,"['root', 'dobj', 'prep', 'pobj', 'nummod']",9,0,0
1098,"['root', 'dobj', 'prep', 'pobj', 'amod']",5,1,1
1099,"['root', 'advcl', 'advmod']",14,0,0
1100,"['root', 'advcl', 'nsubjpass']",1,0,0
1101,"['root', 'advcl', 'auxpass']",1,0,0
1102,"['root', 'advcl', 'prep', 'pobj', 'amod']",3,0,0
1103,"['root', 'advcl', 'prep', 'pobj', 'prep', 'pobj', 'appos']",1,1,1
1104,"['root', 'advcl', 'prep', 'pobj', 'nummod']",3,0,0
1105,"['root', 'advcl', 'advmod', 'advmod']",1,0,0
1106,"['root', 'advcl', 'aux']",16,0,0
1107,"['root', 'advcl', 'dobj', 'det']",8,0,0
1108,"['root', 'advcl', 'cc']",5,0,0
1109,"['root', 'advcl', 'conj']",4,0,0
1110,"['root', 'advcl', 'conj', 'dobj', 'det']",1,0,0
1111,"['root', 'advcl', 'conj', 'dobj']",1,0,0
1112,"['root', 'advcl', 'conj', 'dobj', 'amod']",1,0,0
1113,"['root', 'advcl', 'conj', 'dobj', 'prep', 'pobj', 'poss']",1,0,0
1114,"['root', 'advcl', 'conj', 'dobj', 'prep', 'pobj']",1,0,0
1115,"['root', 'advmod', 'advmod']",5,0,0
1116,"['root', 'advmod', 'ccomp', 'mark']",1,0,0
1117,"['root', 'advmod', 'ccomp']",1,0,0
1118,"['root', 'advmod', 'ccomp', 'auxpass']",1,0,0
1119,"['root', 'advmod', 'ccomp', 'xcomp', 'aux']",1,0,0
1120,"['root', 'advmod', 'ccomp', 'xcomp']",1,0,0
1121,"['root', 'advmod', 'ccomp', 'xcomp', 'dobj']",1,0,0
1122,"['root', 'advmod', 'ccomp', 'xcomp', 'dobj', 'amod']",1,0,0
1123,"['root', 'advmod', 'ccomp', 'xcomp', 'dobj', 'prep', 'pobj']",1,1,0
1124,"['root', 'advmod', 'ccomp', 'xcomp', 'dobj', 'prep', 'pobj', 'compound']",2,2,1
1125,"['root', 'nsubjpass', 'punct']",8,0,0
1126,"['root', 'conj', 'attr', 'det']",2,0,0
1127,"['root', 'conj', 'attr', 'amod']",3,0,0
1128,"['root', 'prep', 'pobj', 'cc']",7,0,0
1129,"['root', 'prep', 'pobj', 'conj', 'compound']",2,0,0
1130,"['root', 'prep', 'pcomp', 'auxpass']",3,0,0
1131,"['root', 'prep', 'pcomp', 'prep', 'pobj', 'det']",3,0,0
1132,"['root', 'prep', 'pcomp', 'prep', 'pobj', 'advmod']",1,0,0
1133,"['root', 'prep', 'pcomp', 'advcl', 'aux']",1,0,0
1134,"['root', 'prep', 'pcomp', 'advcl']",1,0,0
1135,"['root', 'prep', 'pcomp', 'advcl', 'dobj', 'det']",1,0,0
1136,"['root', 'prep', 'pcomp', 'advcl', 'dobj']",1,0,0
1137,"['root', 'prep', 'pcomp', 'advcl', 'dobj', 'prep', 'pobj', 'punct']",2,0,0
1138,"['root', 'prep', 'pcomp', 'advcl', 'dobj', 'prep', 'pobj']",1,1,1
1139,"['root', 'prep', 'pcomp', 'advcl', 'dobj', 'prep', 'pobj', 'conj', 'nummod']",1,0,0
1140,"['root', 'prep', 'pcomp', 'advcl', 'dobj', 'prep', 'pobj', 'conj']",1,0,0
1141,"['root', 'nsubj', 'appos', 'punct']",5,0,0
1142,"['root', 'nsubj', 'appos', 'appos', 'nmod']",1,1,1
1143,"['root', 'nsubj', 'appos', 'appos']",1,0,0
1144,"['root', 'nsubj', 'appos', 'appos', 'nmod', 'amod']",1,1,1
1145,"['root', 'attr', 'prep', 'pobj', 'nmod', 'punct']",2,0,0
1146,"['root', 'attr', 'prep', 'pobj', 'nmod']",1,1,0
1147,"['root', 'attr', 'prep', 'pobj', 'nmod', 'nmod']",1,1,1
1148,"['root', 'attr', 'relcl', 'advmod', 'npadvmod', 'nummod']",1,0,0
1149,"['root', 'attr', 'relcl', 'advmod', 'npadvmod']",1,0,0
1150,"['root', 'attr', 'relcl', 'advmod']",1,0,0
1151,"['root', 'attr', 'relcl', 'cc']",1,0,0
1152,"['root', 'attr', 'relcl', 'conj']",1,0,0
1153,"['root', 'attr', 'relcl', 'conj', 'advmod']",1,0,0
1154,"['root', 'attr', 'relcl', 'conj', 'xcomp', 'aux']",1,0,0
1155,"['root', 'attr', 'relcl', 'conj', 'xcomp']",1,0,0
1156,"['root', 'attr', 'relcl', 'conj', 'xcomp', 'advmod']",1,0,0
1157,"['root', 'attr', 'relcl', 'conj', 'xcomp', 'dobj']",1,0,0
1158,"['root', 'attr', 'relcl', 'conj', 'xcomp', 'dobj', 'prep']",1,0,0
1159,"['root', 'attr', 'relcl', 'conj', 'xcomp', 'dobj', 'prep', 'pobj']",1,0,0
1160,"['root', 'nsubj', 'appos', 'prep', 'pobj', 'prep', 'pobj', 'compound', 'amod']",1,0,0
1161,"['root', 'nsubj', 'appos', 'prep', 'pobj', 'prep', 'pobj', 'prep', 'pobj', 'compound']",2,1,1
1162,"['root', 'nsubj', 'appos', 'prep', 'pobj', 'prep', 'pobj', 'prep', 'pobj']",2,1,0
1163,"['root', 'attr', 'amod', 'advmod']",2,0,0
1164,"['root', 'attr', 'amod', 'prep']",1,0,0
1165,"['root', 'attr', 'amod', 'prep', 'pobj']",1,0,0
1166,"['root', 'attr', 'amod', 'prep', 'pobj', 'cc']",1,0,0
1167,"['root', 'attr', 'amod', 'prep', 'pobj', 'conj']",1,0,0
1168,"['root', 'attr', 'amod', 'prep', 'pobj', 'conj', 'prep', 'pobj']",1,0,0
1169,"['root', 'attr', 'amod', 'xcomp', 'aux']",1,0,0
1170,"['root', 'attr', 'amod', 'xcomp']",1,0,0
1171,"['root', 'attr', 'amod', 'xcomp', 'dobj']",1,1,1
1172,"['root', 'attr', 'amod', 'xcomp', 'dobj', 'amod', 'advmod']",1,0,0
1173,"['root', 'attr', 'amod', 'xcomp', 'dobj', 'compound']",1,1,1
1174,"['root', 'advcl', 'det']",2,0,0
1175,"['root', 'advcl', 'amod']",1,0,0
1176,"['root', 'prep', 'pobj', 'prep', 'pobj', 'poss', 'compound']",2,1,1
1177,"['root', 'prep', 'pobj', 'prep', 'pobj', 'poss']",4,2,1
1178,"['root', 'prep', 'pobj', 'prep', 'pobj', 'poss', 'case']",4,0,0
1179,"['root', 'prep', 'pobj', 'prep', 'pobj', 'prep', 'pobj', 'amod', 'npadvmod']",2,2,2
1180,"['root', 'conj', 'dobj', 'poss']",1,0,0
1181,"['root', 'conj', 'dobj', 'acl', 'aux']",1,0,0
1182,"['root', 'conj', 'dobj', 'acl']",1,0,0
1183,"['root', 'conj', 'dobj', 'acl', 'dobj']",1,0,0
1184,"['root', 'conj', 'dobj', 'acl', 'dobj', 'compound', 'compound']",1,0,0
1185,"['root', 'conj', 'dobj', 'acl', 'dobj', 'compound']",1,0,0
1186,"['root', 'dobj', 'relcl', 'aux']",1,0,0
1187,"['root', 'dobj', 'relcl']",2,0,0
1188,"['root', 'dobj', 'relcl', 'dobj', 'compound']",2,1,1
1189,"['root', 'dobj', 'relcl', 'dobj']",1,0,0
1190,"['root', 'conj', 'prep', 'prep']",2,0,0
1191,"['root', 'conj', 'prep', 'prep', 'pobj']",1,0,0
1192,"['root', 'conj', 'prep', 'prep', 'pobj', 'prep']",1,0,0
1193,"['root', 'conj', 'prep', 'prep', 'pobj', 'prep', 'pobj', 'poss', 'det']",1,0,0
1194,"['root', 'conj', 'prep', 'prep', 'pobj', 'prep', 'pobj', 'poss']",1,0,0
1195,"['root', 'conj', 'prep', 'prep', 'pobj', 'prep', 'pobj']",1,0,0
1196,"['root', 'conj', 'prep', 'prep', 'pobj', 'prep', 'pobj', 'poss', 'case']",1,0,0
1197,"['root', 'conj', 'prep', 'prep', 'pobj', 'prep', 'pobj', 'amod']",1,0,0
1198,"['root', 'conj', 'prep', 'pobj', 'poss', 'compound']",2,1,1
1199,"['root', 'conj', 'prep', 'pobj', 'poss']",4,1,0
1200,"['root', 'conj', 'prep', 'pobj', 'poss', 'case']",1,0,0
1201,"['root', 'nsubj', 'appos', 'amod', 'amod']",1,0,0
1202,"['root', 'nsubj', 'appos', 'amod', 'punct']",1,0,0
1203,"['root', 'attr', 'amod', 'advmod', 'advmod']",1,0,0
1204,"['root', 'prt']",4,0,0
1205,"['root', 'advcl', 'punct']",3,0,0
1206,"['root', 'advcl', 'advcl', 'prt']",1,0,0
1207,"['root', 'advcl', 'advcl', 'prep', 'pobj', 'compound', 'amod']",1,0,0
1208,"['root', 'advcl', 'advcl', 'prep', 'pobj', 'compound']",1,0,0
1209,"['root', 'advcl', 'advcl', 'prep', 'pobj', 'cc']",1,0,0
1210,"['root', 'advcl', 'advcl', 'prep', 'pobj', 'conj']",1,0,0
1211,"['root', 'prep', 'pobj', 'conj', 'poss']",1,0,0
1212,"['root', 'prep', 'pobj', 'conj', 'prep', 'pobj', 'compound']",1,1,1
1213,"['root', 'prep', 'pobj', 'conj', 'prep', 'pobj']",1,1,0
1214,"['root', 'advcl', 'dobj', 'amod', 'advmod']",1,0,0
1215,"['root', 'advcl', 'dobj', 'amod']",6,0,0
1216,"['root', 'advcl', 'advcl', 'attr', 'compound']",1,1,1
1217,"['root', 'advcl', 'advcl', 'attr']",1,0,0
1218,"['root', 'advcl', 'advcl', 'attr', 'amod']",1,1,1
1219,"['root', 'advcl', 'advcl', 'mark']",1,0,0
1220,"['root', 'advcl', 'advcl', 'nsubj', 'det']",2,0,0
1221,"['root', 'advcl', 'advcl', 'nsubj']",1,0,0
1222,"['root', 'advcl', 'advcl', 'dobj', 'poss']",1,0,0
1223,"['root', 'advcl', 'advcl', 'dobj']",2,0,0
1224,"['root', 'advcl', 'amod', 'amod']",1,0,0
1225,"['root', 'advcl', 'amod', 'cc']",1,0,0
1226,"['root', 'advcl', 'amod', 'conj']",1,0,0
1227,"['root', 'advcl', 'relcl', 'nsubj']",1,0,0
1228,"['root', 'advcl', 'relcl']",1,0,0
1229,"['root', 'advcl', 'relcl', 'advmod']",1,0,0
1230,"['root', 'advcl', 'relcl', 'prep']",1,0,0
1231,"['root', 'advcl', 'relcl', 'prep', 'pcomp']",1,0,0
1232,"['root', 'advcl', 'relcl', 'prep', 'pcomp', 'dobj', 'det']",1,0,0
1233,"['root', 'advcl', 'relcl', 'prep', 'pcomp', 'dobj']",2,2,2
1234,"['root', 'advcl', 'relcl', 'prep', 'pcomp', 'prep']",2,0,0
1235,"['root', 'advcl', 'relcl', 'prep', 'pcomp', 'prep', 'pobj']",1,0,0
1236,"['root', 'prep', 'prep', 'pobj', 'amod']",1,1,1
1237,"['root', 'prep', 'prep', 'pobj', 'prep', 'pobj', 'amod']",3,1,1
1238,"['root', 'prep', 'prep', 'pobj', 'prep', 'pobj', 'amod', 'xcomp', 'aux']",1,0,0
1239,"['root', 'prep', 'prep', 'pobj', 'prep', 'pobj', 'amod', 'xcomp']",1,0,0
1240,"['root', 'prep', 'prep', 'pobj', 'prep', 'pobj', 'amod', 'xcomp', 'dobj']",1,0,0
1241,"['root', 'nsubjpass', 'acl', 'mark']",1,0,0
1242,"['root', 'nsubjpass', 'acl', 'nsubjpass']",2,0,0
1243,"['root', 'nsubjpass', 'acl', 'aux']",1,0,0
1244,"['root', 'nsubjpass', 'acl', 'auxpass']",1,0,0
1245,"['root', 'nsubjpass', 'acl', 'agent']",1,0,0
1246,"['root', 'nsubjpass', 'acl', 'agent', 'pobj', 'det']",2,0,0
1247,"['root', 'nsubjpass', 'acl', 'agent', 'pobj']",1,0,0
1248,"['root', 'nsubjpass', 'acl', 'agent', 'pobj', 'amod', 'advmod', 'advmod']",1,0,0
1249,"['root', 'nsubjpass', 'acl', 'agent', 'pobj', 'amod', 'advmod']",1,0,0
1250,"['root', 'nsubjpass', 'acl', 'agent', 'pobj', 'amod']",2,1,1
1251,"['root', 'nsubjpass', 'acl', 'agent', 'pobj', 'appos', 'compound']",1,1,1
1252,"['root', 'nsubjpass', 'acl', 'agent', 'pobj', 'appos']",2,2,1
1253,"['root', 'advcl', 'advcl', 'prep', 'pobj', 'prep']",1,0,0
1254,"['root', 'advcl', 'advcl', 'prep', 'pobj', 'prep', 'pcomp']",1,0,0
1255,"['root', 'advcl', 'advcl', 'prep', 'pobj', 'prep', 'pcomp', 'dobj']",1,0,0
1256,"['root', 'advcl', 'advcl', 'prep', 'pobj', 'prep', 'pcomp', 'dobj', 'compound']",1,0,0
1257,"['root', 'advcl', 'advcl', 'prep', 'pobj', 'prep', 'pcomp', 'cc']",1,0,0
1258,"['root', 'advcl', 'advcl', 'prep', 'pobj', 'prep', 'pcomp', 'conj']",1,0,0
1259,"['root', 'advcl', 'advcl', 'prep', 'pobj', 'prep', 'pcomp', 'conj', 'dobj']",1,0,0
1260,"['root', 'advcl', 'advcl', 'prep', 'pobj', 'prep', 'pcomp', 'conj', 'dobj', 'amod']",2,0,0
1261,"['root', 'advcl', 'prep', 'pobj', 'acl', 'dobj', 'poss']",1,0,0
1262,"['root', 'advcl', 'prep', 'cc']",1,0,0
1263,"['root', 'advcl', 'prep', 'conj', 'advmod']",1,0,0
1264,"['root', 'advcl', 'prep', 'conj', 'pcomp']",1,0,0
1265,"['root', 'advcl', 'prep', 'conj', 'pcomp', 'dobj']",1,0,0
1266,"['root', 'advcl', 'prep', 'conj', 'pcomp', 'dobj', 'acl']",1,0,0
1267,"['root', 'advcl', 'prep', 'conj', 'pcomp', 'dobj', 'acl', 'agent']",1,0,0
1268,"['root', 'advcl', 'prep', 'conj', 'pcomp', 'dobj', 'acl', 'agent', 'pobj', 'nmod', 'nmod']",1,1,1
1269,"['root', 'advcl', 'prep', 'conj', 'pcomp', 'dobj', 'acl', 'agent', 'pobj', 'nmod']",1,1,0
1270,"['root', 'advcl', 'prep', 'conj', 'pcomp', 'dobj', 'acl', 'agent', 'pobj']",1,0,0
1271,"['root', 'advcl', 'prep', 'conj', 'pcomp', 'dobj', 'acl', 'agent', 'pobj', 'amod']",1,0,0
1272,"['root', 'advcl', 'prep', 'conj', 'pcomp', 'dobj', 'acl', 'agent', 'pobj', 'prep']",1,0,0
1273,"['root', 'advcl', 'prep', 'conj', 'pcomp', 'dobj', 'acl', 'agent', 'pobj', 'prep', 'pobj', 'det']",1,0,0
1274,"['root', 'advcl', 'prep', 'conj', 'pcomp', 'dobj', 'acl', 'agent', 'pobj', 'prep', 'pobj']",1,1,0
1275,"['root', 'advcl', 'prep', 'conj', 'pcomp', 'dobj', 'acl', 'agent', 'pobj', 'prep', 'pobj', 'compound']",1,1,1
1276,"['root', 'attr', 'prep', 'pobj', 'poss', 'compound']",3,1,1
1277,"['root', 'attr', 'prep', 'pobj', 'poss']",3,1,0
1278,"['root', 'attr', 'prep', 'pobj', 'poss', 'case']",3,0,0
1279,"['root', 'attr', 'prep', 'pobj', 'amod']",7,2,2
1280,"['root', 'attr', 'prep', 'pobj', 'prep']",2,0,0
1281,"['root', 'attr', 'prep', 'pobj', 'prep', 'pobj', 'amod']",2,0,0
1282,"['root', 'attr', 'prep', 'pobj', 'prep', 'pobj']",3,0,0
1283,"['root', 'attr', 'prep', 'pobj', 'prep', 'pobj', 'compound']",1,0,0
1284,"['root', 'conj', 'advcl', 'advmod']",2,0,0
1285,"['root', 'conj', 'advcl']",6,0,0
1286,"['root', 'conj', 'advcl', 'nsubj']",5,0,0
1287,"['root', 'conj', 'advcl', 'attr', 'compound']",1,0,0
1288,"['root', 'conj', 'advcl', 'attr']",1,0,0
1289,"['root', 'conj', 'ccomp', 'aux']",2,0,0
1290,"['root', 'conj', 'ccomp', 'attr', 'compound']",1,0,0
1291,"['root', 'conj', 'ccomp', 'attr', 'punct']",1,1,1
1292,"['root', 'conj', 'ccomp', 'attr', 'prep', 'pobj', 'det']",1,0,0
1293,"['root', 'conj', 'ccomp', 'attr', 'prep', 'pobj', 'compound']",1,1,1
1294,"['root', 'ccomp', 'csubj', 'nsubj']",1,0,0
1295,"['root', 'ccomp', 'csubj']",1,0,0
1296,"['root', 'ccomp', 'csubj', 'dobj', 'poss']",1,1,1
1297,"['root', 'ccomp', 'csubj', 'dobj']",1,0,0
1298,"['root', 'ccomp', 'csubj', 'dobj', 'poss', 'case']",1,0,0
1299,"['root', 'ccomp', 'csubj', 'dobj', 'prep']",1,0,0
1300,"['root', 'ccomp', 'csubj', 'dobj', 'prep', 'pobj', 'det']",1,0,0
1301,"['root', 'ccomp', 'csubj', 'dobj', 'prep', 'pobj']",1,0,0
1302,"['root', 'ccomp', 'csubj', 'dobj', 'prep', 'pobj', 'compound', 'compound']",1,0,0
1303,"['root', 'ccomp', 'csubj', 'dobj', 'prep', 'pobj', 'compound']",1,0,0
1304,"['root', 'advcl', 'conj', 'advmod']",2,0,0
1305,"['root', 'advcl', 'conj', 'auxpass']",1,0,0
1306,"['root', 'advcl', 'conj', 'prep', 'pobj']",2,1,1
1307,"['root', 'advcl', 'conj', 'prep', 'pobj', 'prep']",1,1,0
1308,"['root', 'advcl', 'conj', 'prep', 'pobj', 'prep', 'pobj']",1,1,0
1309,"['root', 'advcl', 'conj', 'npadvmod']",1,0,0
1310,"['root', 'prep', 'pcomp', 'dobj', 'amod']",1,0,0
1311,"['root', 'ccomp', 'prep', 'pcomp', 'dobj', 'poss']",1,0,0
1312,"['root', 'ccomp', 'prep', 'pcomp', 'dobj']",2,0,0
1313,"['root', 'ccomp', 'prep', 'pcomp', 'dobj', 'amod']",1,0,0
1314,"['root', 'ccomp', 'prep', 'pcomp', 'prep', 'pobj', 'det']",1,0,0
1315,"['root', 'nsubj', 'relcl', 'ccomp', 'nsubjpass', 'poss']",1,0,0
1316,"['root', 'nsubj', 'relcl', 'ccomp', 'nsubjpass']",1,0,0
1317,"['root', 'nsubj', 'relcl', 'ccomp', 'auxpass']",1,0,0
1318,"['root', 'prep', 'pobj', 'poss', 'poss']",1,0,0
1319,"['root', 'prep', 'pobj', 'poss', 'case']",5,0,0
1320,"['root', 'nsubjpass', 'cc']",2,0,0
1321,"['root', 'nsubjpass', 'conj', 'det']",1,0,0
1322,"['root', 'nsubjpass', 'conj']",2,1,0
1323,"['root', 'nsubjpass', 'conj', 'nummod']",1,0,0
1324,"['root', 'prep', 'pobj', 'conj', 'advmod']",1,0,0
1325,"['root', 'dobj', 'relcl', 'nsubj']",1,0,0
1326,"['root', 'dobj', 'relcl', 'attr']",1,0,0
1327,"['root', 'dobj', 'relcl', 'attr', 'prep']",1,0,0
1328,"['root', 'dobj', 'relcl', 'attr', 'prep', 'pobj', 'poss']",1,0,0
1329,"['root', 'dobj', 'relcl', 'attr', 'prep', 'pobj']",1,0,0
1330,"['root', 'dobj', 'relcl', 'attr', 'prep', 'pobj', 'amod']",1,0,0
1331,"['root', 'prep', 'advmod']",4,0,0
1332,"['root', 'ccomp', 'dobj', 'nmod', 'amod']",1,0,0
1333,"['root', 'ccomp', 'advcl', 'dobj', 'compound']",1,0,0
1334,"['root', 'ccomp', 'advcl', 'dobj', 'prep', 'pobj', 'nummod']",1,0,0
1335,"['root', 'ccomp', 'advcl', 'dobj', 'prep', 'pobj', 'advmod']",1,0,0
1336,"['root', 'ccomp', 'advcl', 'dobj', 'prep', 'pobj', 'advmod', 'prep']",1,0,0
1337,"['root', 'ccomp', 'advcl', 'dobj', 'prep', 'pobj', 'advmod', 'prep', 'pobj', 'nummod']",1,0,0
1338,"['root', 'ccomp', 'advcl', 'dobj', 'prep', 'pobj', 'advmod', 'prep', 'advmod']",1,0,0
1339,"['root', 'ccomp', 'conj', 'prep', 'pcomp']",2,0,0
1340,"['root', 'ccomp', 'conj', 'prep', 'pobj', 'prep']",1,0,0
1341,"['root', 'ccomp', 'conj', 'prep', 'pobj', 'prep', 'pobj', 'det']",1,0,0
1342,"['root', 'ccomp', 'conj', 'prep', 'pobj', 'prep', 'pobj']",2,1,0
1343,"['root', 'ccomp', 'conj', 'prep', 'pobj', 'prep', 'pobj', 'compound']",1,1,1
1344,"['root', 'ccomp', 'nsubj', 'prep', 'pobj', 'poss']",1,1,1
1345,"['root', 'ccomp', 'nsubj', 'prep', 'pobj', 'poss', 'case']",1,0,0
1346,"['root', 'ccomp', 'nsubj', 'relcl', 'dobj', 'nummod']",1,0,0
1347,"['root', 'ccomp', 'prep', 'amod']",1,0,0
1348,"['root', 'acomp', 'prep', 'pobj']",3,0,0
1349,"['root', 'advcl', 'nsubj', 'compound']",4,1,1
1350,"['root', 'advcl', 'nsubj', 'prep']",4,0,0
1351,"['root', 'advcl', 'nsubj', 'prep', 'pobj']",3,1,1
1352,"['root', 'advcl', 'oprd']",2,0,0
1353,"['root', 'prep', 'pobj', 'nummod', 'quantmod']",3,0,0
1354,"['root', 'prep', 'prep', 'pobj', 'compound', 'compound']",1,1,1
1355,"['root', 'prep', 'punct']",1,0,0
1356,"['root', 'prep', 'conj', 'pobj', 'prep', 'pobj', 'amod']",1,0,0
1357,"['root', 'prep', 'conj', 'pobj', 'prep', 'pobj']",1,0,0
1358,"['root', 'acomp', 'npadvmod', 'det']",3,0,0
1359,"['root', 'acomp', 'npadvmod']",5,1,1
1360,"['root', 'acomp', 'npadvmod', 'amod']",1,0,0
1361,"['root', 'conj', 'neg']",1,0,0
1362,"['root', 'advcl', 'nsubj', 'compound', 'compound']",1,0,0
1363,"['root', 'cc', 'prep']",1,0,0
1364,"['root', 'cc', 'prep', 'pobj']",1,0,0
1365,"['root', 'cc', 'prep', 'pobj', 'acl', 'mark']",1,0,0
1366,"['root', 'cc', 'prep', 'pobj', 'acl']",1,0,0
1367,"['root', 'cc', 'prep', 'pobj', 'acl', 'nsubj']",1,1,0
1368,"['root', 'cc', 'prep', 'pobj', 'acl', 'nsubj', 'compound']",2,2,1
1369,"['root', 'cc', 'prep', 'pobj', 'acl', 'nsubj', 'punct']",1,0,0
1370,"['root', 'cc', 'prep', 'pobj', 'acl', 'nsubj', 'appos']",1,1,1
1371,"['root', 'cc', 'prep', 'pobj', 'acl', 'nsubj', 'appos', 'punct']",1,0,0
1372,"['root', 'cc', 'prep', 'pobj', 'acl', 'aux']",1,0,0
1373,"['root', 'cc', 'prep', 'pobj', 'acl', 'dobj', 'det']",1,0,0
1374,"['root', 'cc', 'prep', 'pobj', 'acl', 'dobj']",1,0,0
1375,"['root', 'cc', 'prep', 'pobj', 'acl', 'dobj', 'acl', 'aux']",1,0,0
1376,"['root', 'cc', 'prep', 'pobj', 'acl', 'dobj', 'acl']",1,0,0
1377,"['root', 'cc', 'prep', 'pobj', 'acl', 'dobj', 'acl', 'dobj', 'nummod', 'advmod']",1,0,0
1378,"['root', 'cc', 'prep', 'pobj', 'acl', 'dobj', 'acl', 'dobj', 'nummod']",1,0,0
1379,"['root', 'cc', 'prep', 'pobj', 'acl', 'dobj', 'acl', 'dobj']",1,0,0
1380,"['root', 'cc', 'prep', 'pobj', 'acl', 'dobj', 'acl', 'dobj', 'prep']",2,0,0
1381,"['root', 'cc', 'prep', 'pobj', 'acl', 'dobj', 'acl', 'dobj', 'prep', 'pobj', 'compound', 'amod']",1,0,0
1382,"['root', 'cc', 'prep', 'pobj', 'acl', 'dobj', 'acl', 'dobj', 'prep', 'pobj', 'compound']",1,0,0
1383,"['root', 'cc', 'prep', 'pobj', 'acl', 'dobj', 'acl', 'dobj', 'prep', 'pobj']",2,0,0
1384,"['root', 'dobj', 'prep', 'pobj', 'nummod', 'quantmod']",1,0,0
1385,"['root', 'advcl', 'nsubj', 'nummod']",2,0,0
1386,"['root', 'advcl', 'ccomp', 'dobj']",3,0,0
1387,"['root', 'advcl', 'ccomp', 'dobj', 'prep']",5,0,0
1388,"['root', 'advcl', 'ccomp', 'dobj', 'prep', 'pobj', 'nmod']",1,0,0
1389,"['root', 'advcl', 'ccomp', 'dobj', 'prep', 'pobj']",4,0,0
1390,"['root', 'advcl', 'ccomp', 'dobj', 'prep', 'pobj', 'npadvmod', 'det']",1,0,0
1391,"['root', 'advcl', 'ccomp', 'dobj', 'prep', 'pobj', 'npadvmod']",1,0,0
1392,"['root', 'advcl', 'ccomp', 'dobj', 'prep', 'pobj', 'prep']",2,0,0
1393,"['root', 'advcl', 'ccomp', 'dobj', 'prep', 'pobj', 'prep', 'pobj', 'compound']",2,0,0
1394,"['root', 'advcl', 'ccomp', 'dobj', 'prep', 'pobj', 'prep', 'pobj']",1,0,0
1395,"['root', 'advcl', 'ccomp', 'dobj', 'prep', 'pobj', 'amod']",1,0,0
1396,"['root', 'advcl', 'ccomp', 'punct']",1,0,0
1397,"['root', 'advcl', 'ccomp', 'advcl', 'mark']",1,0,0
1398,"['root', 'advcl', 'ccomp', 'advcl']",1,0,0
